Order_ID,Order_Date,Product_ID,Customer_ID,Region,Quantity,Sales_Amount,Discount_%,Profit
9162,2022-09-18,1008,2112,Delhi,7,202016.09,0.0,44782.09
9163,2025-11-06,1010,2253,Delhi,7,17487.35,0.0,2192.35
9164,2025-12-14,1003,2056,Delhi,3,96417.91,30.0,-19556.09
9165,2023-08-10,1009,2220,Delhi,6,81891.43,30.0,-17246.57
9166,2023-08-14,1008,2141,Delhi,2,58036.1,10.0,13112.1
9167,2023-08-21,1004,2082,Gujarat,7,78235.99,20.0,-4252.01
9168,2024-07-24,1002,2201,Maharashtra,2,3217.11,20.0,497.11
9169,2024-12-03,1009,2143,Maharashtra,3,41023.17,30.0,-8545.83
9170,2023-08-06,1012,2258,Maharashtra,2,7709.6,0.0,1843.6
9171,2024-09-12,1011,2249,Maharashtra,1,1377.39,10.0,108.39
9172,2022-03-27,1002,2275,Tamil Nadu,7,12048.93,10.0,2528.93
9173,2022-01-21,1011,2082,Gujarat,2,3239.76,10.0,701.76
9174,2022-05-03,1005,2193,Delhi,6,58935.85,5.0,18345.85
9175,2025-03-15,1003,2225,Delhi,4,153715.41,20.0,-916.59
9176,2022-01-09,1011,2195,Tamil Nadu,5,7621.52,20.0,1276.52
9177,2025-12-12,1003,2008,Gujarat,7,339743.62,20.0,69137.62
9178,2025-03-02,1011,2198,Maharashtra,4,4648.87,30.0,-427.13
9179,2023-07-07,1011,2191,Gujarat,1,1637.07,5.0,368.07
9180,2025-03-21,1002,2227,Gujarat,3,5778.71,5.0,1698.71
9181,2024-05-07,1010,2272,Maharashtra,3,8780.62,5.0,2225.62
9182,2023-08-01,1004,2124,Gujarat,7,87651.4,30.0,5163.4
9183,2023-02-13,1008,2263,Maharashtra,7,215550.67,0.0,58316.67
9184,2023-05-05,1011,2180,Tamil Nadu,6,8190.58,10.0,576.58
9185,2025-01-26,1009,2213,Gujarat,7,121138.51,20.0,5477.51
9186,2024-07-17,1007,2032,Delhi,3,138982.92,0.0,25900.92
9187,2022-09-30,1010,2279,Maharashtra,5,12184.62,0.0,1259.62
9188,2024-11-17,1011,2014,Tamil Nadu,4,5882.83,10.0,806.83
9189,2024-11-21,1009,2061,Tamil Nadu,5,97037.77,0.0,14422.77
9190,2025-12-31,1001,2097,Maharashtra,1,20725.44,0.0,4430.44
9191,2022-05-02,1004,2173,Maharashtra,7,98536.09,20.0,16048.09
9192,2025-08-01,1008,2213,Karnataka,3,86008.84,10.0,18622.84
9193,2023-03-20,1002,2257,Gujarat,3,5409.74,0.0,1329.74
9194,2025-06-19,1012,2092,Karnataka,3,11770.71,0.0,2971.71
9195,2024-01-05,1011,2019,Karnataka,3,4167.87,10.0,360.87
9196,2024-04-21,1010,2262,Delhi,1,2439.69,5.0,254.69
9197,2024-12-09,1003,2077,Maharashtra,3,102321.89,20.0,-13652.11
9198,2022-06-01,1001,2028,Maharashtra,5,75272.09,30.0,-6202.91
9199,2023-05-07,1001,2240,Tamil Nadu,3,63449.76,0.0,14564.76
9200,2022-02-06,1007,2185,Maharashtra,6,255015.52,20.0,28851.52
9201,2022-11-01,1002,2245,Delhi,7,8399.06,30.0,-1120.94
9202,2025-08-08,1005,2119,Maharashtra,3,31360.42,0.0,11065.42
9203,2025-06-26,1002,2168,Tamil Nadu,6,8734.93,20.0,574.93
9204,2024-10-22,1003,2290,Gujarat,5,223395.94,0.0,30105.94
9205,2022-08-03,1008,2077,Maharashtra,5,122953.96,20.0,10643.96
9206,2022-12-18,1003,2078,Karnataka,6,272092.0,10.0,40144.0
9207,2023-11-03,1002,2147,Tamil Nadu,2,2799.48,10.0,79.48
9208,2022-09-28,1002,2293,Tamil Nadu,3,5746.86,0.0,1666.86
9209,2022-06-29,1011,2223,Karnataka,5,8946.92,10.0,2601.92
9210,2025-08-31,1005,2038,Delhi,3,21670.66,10.0,1375.66
9211,2024-11-19,1003,2049,Maharashtra,2,83043.45,20.0,5727.45
9212,2023-10-06,1003,2088,Gujarat,2,92492.89,0.0,15176.89
9213,2023-07-02,1012,2073,Tamil Nadu,1,3074.22,10.0,141.22
9214,2023-07-28,1009,2145,Karnataka,6,113684.62,5.0,14546.62
9215,2022-08-16,1005,2039,Karnataka,5,39914.49,20.0,6089.49
9216,2022-04-22,1003,2287,Maharashtra,4,164664.74,20.0,10032.74
9217,2024-01-27,1006,2273,Gujarat,1,15003.37,30.0,-2346.63
9218,2025-12-28,1005,2211,Gujarat,2,20918.27,0.0,7388.27
9219,2025-06-10,1006,2040,Karnataka,1,17886.19,30.0,536.19
9220,2022-04-08,1004,2108,Delhi,3,53167.87,0.0,17815.87
9221,2024-12-01,1009,2086,Maharashtra,7,130323.73,20.0,14662.73
9222,2023-12-26,1007,2227,Karnataka,7,364449.09,0.0,100591.09
9223,2025-02-12,1005,2191,Karnataka,2,17181.37,20.0,3651.37
9224,2023-11-03,1011,2161,Karnataka,6,6514.6,30.0,-1099.4
9225,2024-11-02,1005,2181,Maharashtra,5,48771.8,0.0,14946.8
9226,2024-07-30,1010,2276,Delhi,5,13410.43,20.0,2485.43
9227,2024-05-17,1003,2076,Maharashtra,2,88567.67,20.0,11251.67
9228,2022-02-13,1005,2274,Tamil Nadu,1,7201.96,20.0,436.96
9229,2025-11-03,1012,2095,Gujarat,6,16233.82,30.0,-1364.18
9230,2023-08-18,1008,2083,Karnataka,2,48642.64,10.0,3718.64
9231,2022-10-19,1003,2202,Delhi,7,277256.59,30.0,6650.59
9232,2023-04-03,1008,2027,Gujarat,4,109880.49,20.0,20032.49
9233,2023-08-13,1002,2106,Karnataka,4,5612.87,10.0,172.87
9234,2024-05-31,1008,2060,Gujarat,4,133055.89,0.0,43207.89
9235,2025-05-03,1005,2004,Gujarat,6,32709.83,30.0,-7880.17
9236,2022-03-30,1002,2024,Karnataka,4,6392.39,0.0,952.39
9237,2025-12-15,1009,2211,Delhi,5,99397.28,0.0,16782.28
9238,2024-06-28,1009,2279,Maharashtra,6,132688.76,5.0,33550.76
9239,2023-07-17,1012,2008,Gujarat,7,28175.47,0.0,7644.47
9240,2024-04-11,1007,2242,Delhi,2,78341.17,30.0,2953.17
9241,2024-07-17,1010,2036,Tamil Nadu,2,4130.55,30.0,-239.45
9242,2022-08-14,1003,2095,Gujarat,5,263230.6,10.0,69940.6
9243,2023-01-26,1012,2125,Maharashtra,1,3442.78,5.0,509.78
9244,2023-12-30,1001,2111,Delhi,4,68462.01,5.0,3282.01
9245,2023-11-26,1005,2094,Gujarat,2,14962.42,30.0,1432.42
9246,2022-06-11,1002,2074,Gujarat,2,2827.17,20.0,107.17
9247,2023-09-28,1001,2160,Tamil Nadu,4,57642.43,30.0,-7537.57
9248,2025-03-05,1001,2041,Maharashtra,3,64753.02,5.0,15868.02
9249,2025-07-03,1011,2268,Delhi,1,1338.25,30.0,69.25
9250,2024-04-27,1003,2268,Maharashtra,3,119844.92,30.0,3870.92
9251,2024-01-08,1012,2220,Maharashtra,1,3929.7,0.0,996.7
9252,2023-10-05,1001,2249,Tamil Nadu,7,160461.17,5.0,46396.17
9253,2023-01-17,1010,2162,Gujarat,1,1794.11,30.0,-390.89
9254,2025-08-13,1011,2133,Delhi,5,8681.85,0.0,2336.85
9255,2025-02-21,1001,2023,Gujarat,7,121368.05,20.0,7303.05
9256,2022-09-27,1006,2287,Tamil Nadu,6,95072.96,20.0,-9027.04
9257,2025-07-11,1011,2130,Maharashtra,5,5971.48,20.0,-373.52
9258,2023-04-13,1002,2253,Karnataka,5,7101.17,20.0,301.17
9259,2022-06-11,1007,2139,Karnataka,5,219623.13,20.0,31153.13
9260,2023-12-12,1008,2209,Maharashtra,1,23649.45,30.0,1187.45
9261,2025-09-28,1010,2117,Karnataka,3,7967.16,20.0,1412.16
9262,2023-12-10,1007,2243,Tamil Nadu,4,178402.37,5.0,27626.37
9263,2023-05-12,1001,2066,Karnataka,1,19885.44,5.0,3590.44
9264,2022-08-21,1011,2138,Maharashtra,5,6986.49,5.0,641.49
9265,2022-08-22,1004,2297,Maharashtra,2,28372.67,10.0,4804.67
9266,2024-09-17,1002,2180,Tamil Nadu,6,12176.7,5.0,4016.7
9267,2022-09-18,1006,2157,Delhi,3,72927.55,5.0,20877.55
9268,2024-08-24,1001,2115,Tamil Nadu,3,61477.7,0.0,12592.7
9269,2022-04-27,1003,2259,Delhi,2,74093.15,20.0,-3222.85
9270,2023-05-30,1012,2213,Delhi,2,9229.32,0.0,3363.32
9271,2022-12-26,1006,2092,Maharashtra,3,72356.86,10.0,20306.86
9272,2025-07-06,1004,2035,Karnataka,6,71914.75,30.0,1210.75
9273,2025-05-15,1012,2184,Maharashtra,3,12333.57,5.0,3534.57
9274,2024-03-26,1010,2154,Tamil Nadu,3,9875.62,0.0,3320.62
9275,2023-10-29,1001,2020,Karnataka,6,142320.92,5.0,44550.92
9276,2025-01-13,1011,2298,Maharashtra,6,8837.93,10.0,1223.93
9277,2023-01-18,1010,2215,Tamil Nadu,2,5592.14,10.0,1222.14
9278,2024-10-26,1004,2035,Delhi,1,11937.52,10.0,153.52
9279,2025-07-03,1012,2125,Karnataka,5,20452.01,0.0,5787.01
9280,2022-04-23,1011,2262,Delhi,1,1512.86,20.0,243.86
9281,2022-03-29,1012,2097,Delhi,3,11610.58,0.0,2811.58
9282,2022-03-11,1005,2002,Maharashtra,3,31670.49,0.0,11375.49
9283,2025-09-20,1005,2142,Maharashtra,6,63179.79,0.0,22589.79
9284,2022-12-18,1010,2261,Karnataka,6,12203.79,30.0,-906.21
9285,2025-10-08,1009,2253,Delhi,6,130751.49,0.0,31613.49
9286,2023-07-11,1004,2088,Karnataka,7,77417.39,30.0,-5070.61
9287,2024-07-12,1010,2203,Maharashtra,5,13230.91,10.0,2305.91
9288,2025-02-03,1001,2216,Gujarat,1,14381.59,30.0,-1913.41
9289,2022-08-29,1012,2190,Gujarat,3,9341.69,5.0,542.69
9290,2023-10-04,1012,2270,Maharashtra,7,21233.41,10.0,702.41
9291,2022-12-14,1003,2081,Delhi,7,226013.25,30.0,-44592.75
9292,2024-10-27,1011,2020,Maharashtra,1,1505.7,5.0,236.7
9293,2023-03-21,1010,2164,Maharashtra,2,5149.89,0.0,779.89
9294,2024-04-26,1001,2103,Karnataka,7,140106.84,10.0,26041.84
9295,2025-08-20,1009,2137,Tamil Nadu,3,43783.67,30.0,-5785.33
9296,2025-03-02,1007,2140,Delhi,6,339867.78,0.0,113703.78
9297,2024-02-23,1009,2169,Karnataka,4,69174.56,30.0,3082.56
9298,2025-06-01,1007,2119,Tamil Nadu,1,40146.91,30.0,2452.91
9299,2022-11-22,1002,2219,Delhi,4,6787.68,20.0,1347.68
9300,2022-10-16,1012,2198,Delhi,2,8686.95,0.0,2820.95
9301,2023-03-02,1006,2004,Gujarat,1,18881.53,5.0,1531.53
9302,2022-11-21,1007,2131,Gujarat,4,160673.65,5.0,9897.65
9303,2024-07-17,1010,2037,Delhi,4,12525.89,5.0,3785.89
9304,2024-08-24,1003,2285,Maharashtra,5,213684.59,30.0,20394.59
9305,2025-04-11,1009,2214,Karnataka,7,125295.78,30.0,9634.78
9306,2025-01-14,1007,2102,Delhi,4,160970.46,10.0,10194.46
9307,2025-04-16,1012,2117,Delhi,5,21801.92,0.0,7136.92
9308,2023-11-17,1011,2228,Karnataka,1,1506.9,20.0,237.9
9309,2022-01-01,1010,2132,Karnataka,3,9090.61,5.0,2535.61
9310,2023-12-17,1006,2273,Karnataka,2,37460.69,30.0,2760.69
9311,2023-02-04,1005,2026,Karnataka,3,20810.64,20.0,515.64
9312,2025-02-17,1004,2067,Gujarat,1,11461.77,30.0,-322.23
9313,2025-07-09,1005,2246,Gujarat,6,32237.82,30.0,-8352.18
9314,2024-08-02,1003,2250,Maharashtra,4,159025.33,20.0,4393.33
9315,2024-11-24,1005,2286,Delhi,4,28419.13,10.0,1359.13
9316,2022-12-06,1008,2299,Karnataka,6,109054.51,30.0,-25717.49
9317,2022-12-16,1007,2227,Gujarat,1,47797.7,0.0,10103.7
9318,2022-04-07,1012,2052,Gujarat,3,7368.12,30.0,-1430.88
9319,2023-10-06,1002,2282,Karnataka,4,8099.1,5.0,2659.1
9320,2022-05-18,1010,2133,Tamil Nadu,5,9701.06,30.0,-1223.94
9321,2024-09-11,1010,2018,Karnataka,1,2192.83,20.0,7.83
9322,2023-05-10,1006,2079,Tamil Nadu,1,21090.34,0.0,3740.34
9323,2024-07-24,1004,2198,Delhi,2,25866.21,5.0,2298.21
9324,2022-11-29,1006,2191,Gujarat,2,32710.63,30.0,-1989.37
9325,2022-05-03,1011,2126,Karnataka,2,3070.27,0.0,532.27
9326,2025-08-27,1007,2289,Delhi,5,296705.82,0.0,108235.82
9327,2025-05-31,1012,2244,Delhi,4,16981.28,5.0,5249.28
9328,2023-03-16,1002,2282,Delhi,7,10234.7,10.0,714.7
9329,2025-10-26,1002,2228,Maharashtra,7,9670.58,10.0,150.58
9330,2022-12-19,1002,2298,Gujarat,7,13286.59,5.0,3766.59
9331,2023-07-07,1010,2267,Tamil Nadu,6,13581.47,30.0,471.47
9332,2024-05-28,1010,2168,Tamil Nadu,6,16923.57,10.0,3813.57
9333,2023-06-16,1005,2084,Karnataka,6,41895.22,20.0,1305.22
9334,2022-08-06,1008,2196,Delhi,7,205120.97,0.0,47886.97
9335,2024-11-18,1007,2006,Gujarat,3,157509.98,0.0,44427.98
9336,2024-05-14,1007,2293,Karnataka,5,182519.12,20.0,-5950.88
9337,2022-04-26,1001,2193,Delhi,3,61235.49,5.0,12350.49
9338,2024-03-22,1009,2233,Gujarat,3,52888.3,20.0,3319.3
9339,2024-11-21,1002,2158,Karnataka,5,9809.8,5.0,3009.8
9340,2023-08-25,1009,2262,Gujarat,7,135768.2,0.0,20107.2
9341,2022-05-10,1001,2067,Karnataka,5,97122.19,10.0,15647.19
9342,2024-04-09,1005,2014,Maharashtra,2,12164.96,30.0,-1365.04
9343,2023-04-11,1004,2273,Maharashtra,3,37908.94,10.0,2556.94
9344,2023-09-24,1009,2276,Tamil Nadu,3,54816.0,5.0,5247.0
9345,2022-11-19,1010,2286,Delhi,1,2849.21,0.0,664.21
9346,2025-10-11,1012,2273,Maharashtra,4,16960.5,0.0,5228.5
9347,2023-12-03,1011,2048,Gujarat,2,2595.18,10.0,57.18
9348,2022-11-02,1004,2099,Tamil Nadu,5,50578.49,30.0,-8341.51
9349,2025-07-08,1006,2112,Tamil Nadu,6,83952.27,30.0,-20147.73
9350,2023-11-03,1011,2057,Karnataka,6,8790.94,10.0,1176.94
9351,2024-04-27,1003,2077,Gujarat,1,39669.03,30.0,1011.03
9352,2023-12-28,1009,2131,Tamil Nadu,3,54110.9,10.0,4541.9
9353,2023-07-12,1009,2123,Maharashtra,7,164805.91,5.0,49144.91
9354,2024-10-31,1004,2026,Delhi,6,66141.23,30.0,-4562.77
9355,2023-09-15,1011,2245,Tamil Nadu,6,9545.94,20.0,1931.94
9356,2024-12-23,1005,2196,Maharashtra,6,37206.18,20.0,-3383.82
9357,2024-11-05,1004,2015,Delhi,2,20954.52,30.0,-2613.48
9358,2023-09-19,1001,2140,Karnataka,2,49702.22,0.0,17112.22
9359,2023-05-25,1008,2189,Karnataka,2,49688.96,20.0,4764.96
9360,2022-01-20,1007,2201,Gujarat,6,337566.3,0.0,111402.3
9361,2023-08-15,1011,2298,Maharashtra,1,1404.12,30.0,135.12
9362,2022-05-06,1007,2294,Gujarat,2,109013.77,5.0,33625.77
9363,2023-08-27,1007,2008,Tamil Nadu,2,82080.66,5.0,6692.66
9364,2022-02-01,1005,2283,Tamil Nadu,7,54518.55,20.0,7163.55
9365,2024-01-09,1012,2045,Maharashtra,2,8285.03,10.0,2419.03
9366,2023-02-28,1006,2282,Delhi,6,111225.7,20.0,7125.7
9367,2023-12-03,1002,2112,Delhi,6,8253.17,30.0,93.17
9368,2023-12-11,1012,2144,Gujarat,3,8534.38,30.0,-264.62
9369,2022-07-14,1001,2278,Tamil Nadu,2,32616.39,10.0,26.39
9370,2024-09-29,1003,2170,Delhi,2,110906.6,5.0,33590.6
9371,2023-02-12,1001,2057,Karnataka,3,44073.61,20.0,-4811.39
9372,2022-10-28,1008,2078,Gujarat,5,168933.76,0.0,56623.76
9373,2024-06-06,1002,2133,Maharashtra,1,1658.15,20.0,298.15
9374,2024-10-12,1011,2247,Delhi,7,12479.63,10.0,3596.63
9375,2024-05-29,1002,2083,Karnataka,5,9727.15,0.0,2927.15
9376,2025-04-16,1009,2265,Tamil Nadu,4,79814.24,5.0,13722.24
9377,2023-06-15,1003,2116,Delhi,7,208904.2,30.0,-61701.8
9378,2022-09-05,1010,2197,Delhi,7,21699.56,10.0,6404.56
9379,2022-06-03,1004,2264,Maharashtra,2,25435.96,5.0,1867.96
9380,2024-03-01,1009,2194,Tamil Nadu,3,54476.12,10.0,4907.12
9381,2024-03-13,1009,2083,Tamil Nadu,1,17284.83,30.0,761.83
9382,2025-09-17,1007,2154,Tamil Nadu,2,79878.27,5.0,4490.27
9383,2022-09-12,1001,2261,Maharashtra,7,155137.89,5.0,41072.89
9384,2022-06-07,1007,2117,Gujarat,3,128532.97,10.0,15450.97
9385,2024-11-05,1004,2248,Delhi,6,55898.81,30.0,-14805.19
9386,2025-10-08,1009,2264,Maharashtra,4,84290.79,0.0,18198.79
9387,2023-01-04,1011,2140,Karnataka,5,6059.12,20.0,-285.88
9388,2023-12-20,1010,2134,Maharashtra,3,7421.03,20.0,866.03
9389,2022-10-26,1009,2297,Delhi,4,81155.58,5.0,15063.58
9390,2023-11-05,1003,2040,Tamil Nadu,4,220669.22,5.0,66037.22
9391,2022-10-31,1004,2183,Maharashtra,4,41425.57,30.0,-5710.43
9392,2023-03-12,1012,2175,Delhi,3,8332.23,20.0,-466.77
9393,2024-05-17,1009,2040,Karnataka,3,62547.57,0.0,12978.57
9394,2024-10-01,1005,2220,Tamil Nadu,5,33041.5,20.0,-783.5
9395,2025-02-26,1009,2121,Delhi,6,106975.58,20.0,7837.58
9396,2023-04-09,1008,2145,Tamil Nadu,2,53304.47,5.0,8380.47
9397,2023-03-30,1005,2289,Delhi,2,14872.48,30.0,1342.48
9398,2023-07-05,1002,2225,Delhi,2,3348.74,20.0,628.74
9399,2022-05-03,1003,2100,Tamil Nadu,2,110520.25,0.0,33204.25
9400,2024-10-21,1008,2187,Karnataka,7,152441.97,30.0,-4792.03
9401,2022-11-09,1011,2089,Delhi,5,8607.1,5.0,2262.1
9402,2022-01-27,1008,2275,Gujarat,1,27487.44,5.0,5025.44
9403,2025-06-12,1004,2137,Maharashtra,3,48385.73,10.0,13033.73
9404,2025-06-18,1006,2040,Karnataka,6,113408.33,30.0,9308.33
9405,2024-12-02,1008,2082,Karnataka,7,199584.32,10.0,42350.32
9406,2025-05-02,1004,2049,Gujarat,2,24558.59,10.0,990.59
9407,2022-07-17,1012,2054,Tamil Nadu,4,11195.86,20.0,-536.14
9408,2022-10-12,1005,2122,Maharashtra,3,20737.63,10.0,442.63
9409,2024-02-16,1002,2085,Gujarat,1,1487.57,10.0,127.57
9410,2024-03-16,1011,2188,Karnataka,6,8385.23,0.0,771.23
9411,2025-06-27,1003,2272,Maharashtra,4,196164.24,20.0,41532.24
9412,2025-10-29,1005,2021,Karnataka,5,37236.34,5.0,3411.34
9413,2023-12-23,1006,2100,Gujarat,5,92351.78,5.0,5601.78
9414,2023-04-08,1004,2030,Karnataka,2,31060.63,0.0,7492.63
9415,2023-12-31,1012,2098,Delhi,2,7605.25,10.0,1739.25
9416,2024-11-23,1003,2161,Gujarat,5,296586.78,0.0,103296.78
9417,2025-01-03,1009,2034,Karnataka,1,16372.75,30.0,-150.25
9418,2022-12-29,1001,2242,Gujarat,1,21013.41,5.0,4718.41
9419,2024-11-12,1008,2071,Karnataka,6,144715.0,20.0,9943.0
9420,2025-05-21,1007,2281,Gujarat,5,222635.84,0.0,34165.84
9421,2025-06-20,1006,2005,Delhi,3,53837.09,10.0,1787.09
9422,2022-09-23,1006,2190,Tamil Nadu,4,60495.03,30.0,-8904.97
9423,2022-06-17,1010,2029,Tamil Nadu,4,11989.86,0.0,3249.86
9424,2025-09-21,1007,2136,Maharashtra,6,206545.72,20.0,-19618.28
9425,2023-11-20,1003,2062,Karnataka,4,215901.3,5.0,61269.3
9426,2025-11-05,1006,2293,Gujarat,3,43213.07,30.0,-8836.93
9427,2024-12-26,1004,2294,Maharashtra,3,44096.41,0.0,8744.41
9428,2023-03-30,1008,2198,Gujarat,4,94987.9,20.0,5139.9
9429,2024-09-24,1007,2149,Gujarat,7,393795.31,0.0,129937.31
9430,2024-12-27,1006,2211,Karnataka,2,36593.71,10.0,1893.71
9431,2022-11-29,1008,2217,Delhi,1,30779.95,10.0,8317.95
9432,2024-02-14,1011,2192,Gujarat,6,8297.05,5.0,683.05
9433,2023-01-13,1010,2219,Tamil Nadu,6,15069.64,10.0,1959.64
9434,2025-07-24,1003,2279,Karnataka,2,74573.98,30.0,-2742.02
9435,2023-12-15,1008,2071,Karnataka,4,87059.44,20.0,-2788.56
9436,2023-02-14,1006,2295,Maharashtra,7,166381.05,10.0,44931.05
9437,2022-06-11,1005,2197,Tamil Nadu,3,24228.48,0.0,3933.48
9438,2025-10-21,1003,2298,Delhi,7,379923.53,10.0,109317.53
9439,2024-01-30,1001,2129,Delhi,1,23432.66,5.0,7137.66
9440,2022-09-07,1001,2109,Delhi,4,84053.71,10.0,18873.71
9441,2022-08-07,1001,2155,Karnataka,3,41061.77,30.0,-7823.23
9442,2025-10-22,1006,2135,Maharashtra,3,76966.8,5.0,24916.8
9443,2025-08-04,1007,2167,Delhi,3,144081.01,10.0,30999.01
9444,2022-04-23,1011,2040,Karnataka,6,7124.15,30.0,-489.85
9445,2023-09-03,1003,2021,Delhi,7,233769.23,30.0,-36836.77
9446,2022-11-02,1007,2020,Tamil Nadu,2,100195.63,5.0,24807.63
9447,2025-12-05,1003,2123,Tamil Nadu,6,250004.62,5.0,18056.62
9448,2024-04-09,1010,2088,Delhi,1,2555.16,10.0,370.16
9449,2025-05-07,1010,2067,Delhi,2,5662.4,5.0,1292.4
9450,2023-12-24,1009,2011,Karnataka,1,20628.08,10.0,4105.08
9451,2023-08-02,1001,2050,Delhi,5,129671.71,0.0,48196.71
9452,2022-10-20,1005,2065,Gujarat,1,6230.08,30.0,-534.92
9453,2025-08-12,1012,2168,Maharashtra,2,7041.85,5.0,1175.85
9454,2025-01-06,1011,2203,Gujarat,2,3775.21,0.0,1237.21
9455,2025-01-24,1001,2093,Karnataka,6,133888.21,0.0,36118.21
9456,2025-08-06,1008,2065,Gujarat,7,225435.61,5.0,68201.61
9457,2023-08-21,1009,2082,Karnataka,6,88329.73,20.0,-10808.27
9458,2024-11-04,1003,2241,Karnataka,5,206974.2,20.0,13684.2
9459,2025-05-09,1001,2262,Gujarat,7,123870.09,10.0,9805.09
9460,2022-11-14,1001,2239,Tamil Nadu,2,41749.14,10.0,9159.14
9461,2022-10-05,1004,2009,Karnataka,2,36239.41,0.0,12671.41
9462,2022-11-20,1006,2172,Maharashtra,3,56811.39,10.0,4761.39
9463,2025-02-18,1011,2258,Maharashtra,7,9542.75,20.0,659.75
9464,2024-12-19,1011,2062,Karnataka,2,2909.06,5.0,371.06
9465,2022-08-27,1011,2157,Karnataka,4,5568.21,20.0,492.21
9466,2024-11-05,1011,2197,Gujarat,4,4802.01,20.0,-273.99
9467,2023-03-29,1005,2110,Gujarat,5,47740.01,10.0,13915.01
9468,2024-01-27,1009,2152,Delhi,7,130805.21,5.0,15144.21
9469,2025-01-16,1011,2214,Maharashtra,5,7371.5,5.0,1026.5
9470,2025-09-07,1001,2129,Tamil Nadu,6,78193.27,30.0,-19576.73
9471,2023-05-14,1007,2143,Maharashtra,7,383820.03,5.0,119962.03
9472,2022-06-26,1003,2292,Delhi,4,198700.13,5.0,44068.13
9473,2022-11-27,1007,2099,Gujarat,4,135076.34,30.0,-15699.66
9474,2024-04-27,1001,2232,Karnataka,5,103286.68,10.0,21811.68
9475,2023-07-27,1004,2081,Tamil Nadu,2,34909.9,5.0,11341.9
9476,2024-04-18,1012,2281,Maharashtra,3,9425.62,20.0,626.62
9477,2022-01-16,1001,2056,Karnataka,5,101638.09,0.0,20163.09
9478,2022-07-26,1007,2266,Gujarat,3,110540.21,30.0,-2541.79
9479,2024-03-13,1010,2070,Karnataka,2,4269.84,30.0,-100.16
9480,2024-05-15,1003,2251,Gujarat,3,116499.48,30.0,525.48
9481,2025-07-13,1004,2235,Delhi,4,50683.73,20.0,3547.73
9482,2025-10-24,1005,2155,Maharashtra,7,49364.53,10.0,2009.53
9483,2025-10-29,1008,2078,Maharashtra,7,244208.81,0.0,86974.81
9484,2025-09-15,1001,2130,Gujarat,3,51913.09,5.0,3028.09
9485,2023-10-08,1006,2139,Karnataka,1,17300.54,30.0,-49.46
9486,2022-10-04,1001,2020,Delhi,1,16296.34,10.0,1.34
9487,2022-08-16,1003,2149,Maharashtra,5,283186.55,0.0,89896.55
9488,2024-04-12,1006,2233,Tamil Nadu,4,84911.8,10.0,15511.8
9489,2024-12-03,1004,2002,Maharashtra,7,102270.3,10.0,19782.3
9490,2025-07-05,1007,2088,Karnataka,3,109655.36,20.0,-3426.64
9491,2023-09-12,1006,2051,Karnataka,4,82336.83,20.0,12936.83
9492,2023-08-28,1009,2037,Karnataka,1,15663.51,30.0,-859.49
9493,2023-10-14,1010,2162,Maharashtra,7,16613.06,10.0,1318.06
9494,2025-10-01,1006,2167,Delhi,3,62716.35,0.0,10666.35
9495,2023-06-14,1009,2166,Gujarat,4,81564.63,10.0,15472.63
9496,2025-04-09,1007,2115,Karnataka,4,140394.97,30.0,-10381.03
9497,2024-08-07,1003,2228,Tamil Nadu,3,145101.62,5.0,29127.62
9498,2022-06-13,1008,2008,Tamil Nadu,3,59709.27,30.0,-7676.73
9499,2023-12-31,1011,2112,Delhi,5,8028.47,20.0,1683.47
9500,2023-03-06,1004,2043,Tamil Nadu,4,50015.82,10.0,2879.82
9501,2025-04-11,1004,2265,Tamil Nadu,6,86251.63,20.0,15547.63
9502,2024-02-22,1004,2246,Delhi,2,27941.55,10.0,4373.55
9503,2023-01-25,1002,2107,Maharashtra,7,10857.16,0.0,1337.16
9504,2024-04-29,1009,2004,Gujarat,3,54756.34,10.0,5187.34
9505,2023-03-02,1002,2159,Maharashtra,7,13055.5,5.0,3535.5
9506,2023-12-17,1001,2266,Delhi,1,18986.03,20.0,2691.03
9507,2022-12-03,1001,2068,Delhi,3,62849.45,0.0,13964.45
9508,2022-02-25,1002,2255,Gujarat,5,7856.79,0.0,1056.79
9509,2024-08-28,1001,2135,Maharashtra,6,100718.82,20.0,2948.82
9510,2022-02-16,1009,2179,Tamil Nadu,1,23173.71,10.0,6650.71
9511,2022-08-26,1006,2265,Karnataka,1,13766.8,30.0,-3583.2
9512,2025-01-15,1006,2189,Delhi,5,89134.78,10.0,2384.78
9513,2025-11-17,1003,2276,Maharashtra,3,135185.24,10.0,19211.24
9514,2024-12-15,1011,2266,Delhi,4,5342.0,20.0,266.0
9515,2025-11-13,1010,2024,Delhi,7,16818.67,5.0,1523.67
9516,2025-07-16,1002,2060,Delhi,3,6381.15,0.0,2301.15
9517,2023-03-19,1006,2152,Delhi,2,30554.15,20.0,-4145.85
9518,2025-12-12,1001,2160,Gujarat,7,134690.87,20.0,20625.87
9519,2024-11-24,1004,2100,Tamil Nadu,7,95302.92,0.0,12814.92
9520,2023-12-29,1002,2101,Tamil Nadu,6,8355.98,20.0,195.98
9521,2025-05-26,1003,2076,Gujarat,3,152534.4,0.0,36560.4
9522,2024-04-02,1012,2046,Karnataka,4,10327.54,30.0,-1404.46
9523,2023-12-22,1011,2083,Delhi,2,2078.1,30.0,-459.9
